DataLine,OnOff,Event,Time,Date,Latitude,Longitude,D_Lat,D_Long,DistTraveled,On_Off,LegNumb,Beaufort,SwellHt,SwellDir,Temp,WindSpeed,Course,Speed,Weather,HorizSun,VertSun,WindDir,Visibility,SightNumb,Observer,Cue,Method,Angle,Reticle,AlturaNav,NewRadDist,RadDistance,PerpDist,MMCourse,MMSpeed,SpeciesCode,Species,BestSS,HighSS,LowSS
1,,*,645,90108,S05:03.28,W035:08.15,-5.055,-35.136,0,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
2,,*,647,90108,S05:02.98,W035:07.98,-5.05,-35.133,0,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
3,.,B,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
4,.,R,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
5,.,P,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
6,.,V,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,6,6,170,-1,16,0,0,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
7,.,N,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,6,6,170,-1,16,223,10,0,0,0,0,0,,,,,,,8.5,,,,,,,,,,
8,.,W,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,0,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
9,.,t,648,90108,S05:02.86,W035:07.99,-5.048,-35.133,0,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
10,.,C,648,90108,S05:02.91,W035:08.02,-5.049,-35.134,0.058,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
11,.,*,649,90108,S05:02.99,W035:08.11,-5.05,-35.135,0.12,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
12,.,*,651,90108,S05:03.22,W035:08.36,-5.054,-35.139,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
13,.,*,653,90108,S05:03.43,W035:08.63,-5.057,-35.144,0.341,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
14,.,*,655,90108,S05:03.67,W035:08.86,-5.061,-35.148,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
15,.,*,657,90108,S05:03.89,W035:09.12,-5.065,-35.152,0.34,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
16,.,*,659,90108,S05:04.12,W035:09.36,-5.069,-35.156,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
17,.,*,701,90108,S05:04.35,W035:09.61,-5.073,-35.16,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
18,.,*,703,90108,S05:04.57,W035:09.87,-5.076,-35.165,0.34,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
19,.,*,705,90108,S05:04.80,W035:10.11,-5.08,-35.168,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
20,.,*,707,90108,S05:05.02,W035:10.37,-5.084,-35.173,0.34,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
21,.,*,709,90108,S05:05.26,W035:10.61,-5.088,-35.177,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
22,.,*,711,90108,S05:05.48,W035:10.86,-5.091,-35.181,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
23,.,*,713,90108,S05:05.70,W035:11.11,-5.095,-35.185,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
24,.,*,715,90108,S05:05.95,W035:11.33,-5.099,-35.189,0.333,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
28,.,S,716,90108,S05:06.10,W035:11.50,-5.102,-35.192,0.226,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,1,14,6,1,294,8,8.5,0.205481698,6,0.187716872,-1,-1,76,Megaptera novaeangliae,1,1,1
31,.,*,717,90108,S05:06.17,W035:11.59,-5.103,-35.193,0.114,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
32,.,*,719,90108,S05:06.38,W035:11.85,-5.106,-35.197,0.334,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
33,.,*,721,90108,S05:06.61,W035:12.09,-5.11,-35.201,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
34,.,*,723,90108,S05:06.84,W035:12.34,-5.114,-35.206,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
35,.,*,725,90108,S05:07.07,W035:12.58,-5.118,-35.21,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
36,.,*,727,90108,S05:07.29,W035:12.83,-5.122,-35.214,0.332,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
37,.,*,729,90108,S05:07.52,W035:13.08,-5.125,-35.218,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
38,.,*,731,90108,S05:07.74,W035:13.33,-5.129,-35.222,0.333,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
39,.,*,733,90108,S05:07.97,W035:13.58,-5.133,-35.226,0.339,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
40,.,P,735,90108,S05:08.14,W035:13.77,-5.136,-35.229,0.255,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
41,.,V,735,90108,S05:08.14,W035:13.77,-5.136,-35.229,0,ON,1,6,6,170,-1,16,223,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
42,.,N,735,90108,S05:08.14,W035:13.77,-5.136,-35.229,0,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
43,.,W,735,90108,S05:08.14,W035:13.77,-5.136,-35.229,0,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
44,.,*,735,90108,S05:08.19,W035:13.82,-5.136,-35.23,0.071,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
45,.,*,737,90108,S05:08.42,W035:14.07,-5.14,-35.235,0.339,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
46,.,*,739,90108,S05:08.64,W035:14.32,-5.144,-35.239,0.332,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
47,.,*,741,90108,S05:08.87,W035:14.57,-5.148,-35.243,0.339,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
48,.,*,743,90108,S05:09.10,W035:14.83,-5.152,-35.247,0.347,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
49,.,*,745,90108,S05:09.32,W035:15.07,-5.155,-35.251,0.325,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
50,.,*,747,90108,S05:09.55,W035:15.31,-5.159,-35.255,0.332,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
51,.,*,749,90108,S05:09.78,W035:15.56,-5.163,-35.259,0.339,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
52,,,,,,,0,0,0,OFF,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
53,.,*,751,90108,S05:10.00,W035:15.81,-5.167,-35.264,******,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
57,.,S,752,90108,S05:10.09,W035:15.90,-5.168,-35.265,0.127,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,2,11,3,1,300,15,8.5,0.111692569,6,0.096728603,-1,-1,77,unid. dolphin,1,1,1
60,.,*,753,90108,S05:10.22,W035:16.06,-5.17,-35.268,0.206,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
61,.,*,755,90108,S05:10.45,W035:16.30,-5.174,-35.272,0.332,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
62,.,*,757,90108,S05:10.67,W035:16.55,-5.178,-35.276,0.332,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
63,.,*,759,90108,S05:10.90,W035:16.80,-5.182,-35.28,0.339,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
64,.,*,801,90108,S05:11.12,W035:17.04,-5.185,-35.284,0.325,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
65,.,*,803,90108,S05:11.34,W035:17.29,-5.189,-35.288,0.332,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
66,.,P,804,90108,S05:11.47,W035:17.43,-5.191,-35.291,0.191,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
67,.,V,804,90108,S05:11.47,W035:17.43,-5.191,-35.291,0,ON,1,6,6,170,-1,16,221,10,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
68,.,N,804,90108,S05:11.47,W035:17.43,-5.191,-35.291,0,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
69,.,W,804,90108,S05:11.47,W035:17.43,-5.191,-35.291,0,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
70,.,*,805,90108,S05:11.57,W035:17.53,-5.193,-35.292,0.141,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
71,.,*,807,90108,S05:11.79,W035:17.78,-5.196,-35.296,0.332,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
72,,E,809,90108,S05:11.97,W035:17.97,-5.2,-35.299,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
73,,*,809,90108,S05:12.03,W035:18.00,-5.201,-35.3,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
74,,*,811,90108,S05:12.29,W035:17.84,-5.205,-35.297,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
75,,*,813,90108,S05:12.55,W035:17.68,-5.209,-35.295,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
76,,*,815,90108,S05:12.84,W035:17.55,-5.214,-35.292,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
77,,*,817,90108,S05:13.13,W035:17.41,-5.219,-35.29,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
78,,*,819,90108,S05:13.41,W035:17.26,-5.223,-35.288,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
79,,*,821,90108,S05:13.70,W035:17.12,-5.228,-35.285,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
80,,*,823,90108,S05:13.99,W035:16.98,-5.233,-35.283,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
81,,*,827,90108,S05:14.19,W035:16.43,-5.236,-35.274,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
82,,*,829,90108,S05:14.28,W035:16.20,-5.238,-35.27,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
83,,C,830,90108,S05:14.31,W035:16.14,-5.239,-35.269,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
84,,*,831,90108,S05:14.38,W035:15.98,-5.24,-35.266,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
85,,*,833,90108,S05:14.55,W035:15.73,-5.242,-35.262,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
86,,*,835,90108,S05:14.74,W035:15.49,-5.246,-35.258,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
87,,*,837,90108,S05:14.94,W035:15.23,-5.249,-35.254,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
88,,*,839,90108,S05:15.15,W035:14.99,-5.253,-35.25,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
89,,*,841,90108,S05:15.35,W035:14.74,-5.256,-35.246,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
90,,*,843,90108,S05:15.55,W035:14.48,-5.259,-35.241,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
91,,*,845,90108,S05:15.75,W035:14.24,-5.262,-35.237,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
92,,*,847,90108,S05:15.95,W035:14.00,-5.266,-35.233,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
93,,*,849,90108,S05:16.14,W035:13.75,-5.269,-35.229,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
94,,*,851,90108,S05:16.34,W035:13.51,-5.272,-35.225,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
95,,*,853,90108,S05:16.54,W035:13.27,-5.276,-35.221,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
96,,*,855,90108,S05:16.74,W035:13.03,-5.279,-35.217,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
97,,*,857,90108,S05:16.95,W035:12.78,-5.282,-35.213,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
98,,*,859,90108,S05:17.15,W035:12.53,-5.286,-35.209,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
99,,*,901,90108,S05:17.35,W035:12.28,-5.289,-35.205,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
100,,*,903,90108,S05:17.55,W035:12.03,-5.293,-35.201,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
101,,*,905,90108,S05:17.75,W035:11.78,-5.296,-35.196,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
102,,*,907,90108,S05:17.95,W035:11.53,-5.299,-35.192,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
103,,*,909,90108,S05:18.15,W035:11.29,-5.302,-35.188,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
104,,*,911,90108,S05:18.34,W035:11.06,-5.306,-35.184,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
105,,*,913,90108,S05:18.54,W035:10.81,-5.309,-35.18,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
106,,*,915,90108,S05:18.74,W035:10.56,-5.312,-35.176,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
107,,*,917,90108,S05:18.95,W035:10.33,-5.316,-35.172,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
108,,*,919,90108,S05:19.14,W035:10.09,-5.319,-35.168,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
109,,*,921,90108,S05:19.33,W035:09.85,-5.322,-35.164,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
110,,*,923,90108,S05:19.52,W035:09.60,-5.325,-35.16,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
111,,*,925,90108,S05:19.72,W035:09.36,-5.329,-35.156,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
112,,*,927,90108,S05:19.92,W035:09.12,-5.332,-35.152,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
113,,*,929,90108,S05:20.11,W035:08.87,-5.335,-35.148,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
114,,*,931,90108,S05:20.31,W035:08.63,-5.339,-35.144,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
115,,*,933,90108,S05:20.44,W035:08.48,-5.341,-35.141,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
116,,*,935,90108,S05:20.61,W035:08.27,-5.344,-35.138,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
117,,*,937,90108,S05:20.79,W035:08.04,-5.346,-35.134,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
118,,*,939,90108,S05:20.98,W035:07.81,-5.35,-35.13,0,OFF,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
119,.,B,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
120,.,R,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
121,.,P,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,6,170,-1,16,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
122,.,V,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,2,8,-1,16.5,229,9,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
123,.,N,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,2,8,-1,16.5,230,12,1,7,10,112,-1,,,,,,,8.5,,,,,,,,,,
124,.,W,1105,90108,S05:29.32,W034:58.38,-5.489,-34.973,0,ON,1,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
125,.,*,1107,90108,S05:29.52,W034:58.63,-5.492,-34.977,0.319,ON,1,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
126,.,*,1109,90108,S05:29.76,W034:58.88,-5.496,-34.981,0.346,ON,1,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
127,.,*,1111,90108,S05:29.99,W034:59.13,-5.5,-34.986,0.339,ON,1,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
128,.,t,1111,90108,S05:30.03,W034:59.16,-5.501,-34.986,0.05,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
129,.,C,1111,90108,S05:30.10,W034:59.24,-5.502,-34.987,0.106,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
130,.,*,1113,90108,S05:30.22,W034:59.38,-5.504,-34.99,0.184,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
131,.,*,1115,90108,S05:30.45,W034:59.63,-5.508,-34.994,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
132,.,*,1117,90108,S05:30.68,W034:59.88,-5.511,-34.998,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
133,.,*,1119,90108,S05:30.91,W035:00.13,-5.515,-35.002,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
134,.,*,1121,90108,S05:31.14,W035:00.39,-5.519,-35.007,0.346,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
135,.,*,1123,90108,S05:31.36,W035:00.64,-5.523,-35.011,0.332,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
136,.,*,1125,90108,S05:31.59,W035:00.89,-5.527,-35.015,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
137,.,*,1127,90108,S05:31.83,W035:01.14,-5.53,-35.019,0.346,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
138,.,*,1129,90108,S05:32.05,W035:01.40,-5.534,-35.023,0.34,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
139,.,*,1131,90108,S05:32.28,W035:01.65,-5.538,-35.028,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
140,.,*,1133,90108,S05:32.51,W035:01.90,-5.542,-35.032,0.339,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
141,.,P,1133,90108,S05:32.60,W035:01.99,-5.543,-35.033,0.127,ON,5,6,2,8,-1,16.5,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
142,.,V,1133,90108,S05:32.60,W035:01.99,-5.543,-35.033,0,ON,5,6,2,8,-1,16,230,12,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
143,.,N,1133,90108,S05:32.60,W035:01.99,-5.543,-35.033,0,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
144,.,W,1133,90108,S05:32.60,W035:01.99,-5.543,-35.033,0,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
145,.,*,1135,90108,S05:32.75,W035:02.14,-5.546,-35.036,0.212,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
146,.,*,1137,90108,S05:32.99,W035:02.40,-5.55,-35.04,0.353,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
147,.,*,1139,90108,S05:33.21,W035:02.65,-5.554,-35.044,0.332,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
148,.,*,1141,90108,S05:33.44,W035:02.91,-5.557,-35.049,0.346,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
149,.,*,1143,90108,S05:33.67,W035:03.16,-5.561,-35.053,0.339,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
150,.,*,1145,90108,S05:33.90,W035:03.41,-5.565,-35.057,0.339,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
151,.,*,1147,90108,S05:34.13,W035:03.67,-5.569,-35.061,0.346,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
152,.,*,1149,90108,S05:34.36,W035:03.93,-5.573,-35.065,0.346,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
153,.,*,1151,90108,S05:34.60,W035:04.17,-5.577,-35.069,0.339,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
154,.,*,1153,90108,S05:34.82,W035:04.43,-5.58,-35.074,0.34,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
155,.,*,1155,90108,S05:35.06,W035:04.69,-5.584,-35.078,0.353,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
156,.,*,1157,90108,S05:35.29,W035:04.94,-5.588,-35.082,0.339,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
157,.,*,1159,90108,S05:35.52,W035:05.20,-5.592,-35.087,0.346,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
158,.,P,1159,90108,S05:35.62,W035:05.30,-5.594,-35.088,0.141,ON,5,6,2,8,-1,16,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
159,.,V,1159,90108,S05:35.62,W035:05.30,-5.594,-35.088,0,ON,5,6,5,8,-1,20,227,10,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
160,.,N,1159,90108,S05:35.62,W035:05.30,-5.594,-35.088,0,ON,5,6,5,8,-1,20,227,11,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
161,.,W,1159,90108,S05:35.62,W035:05.30,-5.594,-35.088,0,ON,5,6,5,8,-1,20,227,11,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
162,.,*,1201,90108,S05:35.75,W035:05.45,-5.596,-35.091,0.198,ON,5,6,5,8,-1,20,227,11,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
163,.,*,1203,90108,S05:35.98,W035:05.71,-5.6,-35.095,0.346,ON,5,6,5,8,-1,20,227,11,1,5,12,108,-1,,,,,,,8.5,,,,,,,,,,
